NAME,STREET,NO,CITY,COUNTY,SOCIAL_SERVICE,TYPE,CATEGORY,CAPACITY,EMAIL,PHONE
Organizaţia Umanitară Concordia,Călțuna,5,București,Bucureşti,Locuința socială Sfântul Paul,2,b2,30,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Petru Maior,92,București,București,Locuință protejată pentru persoane adulte cu dizabilități Casa Hannes,3,"b2, b3",6,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Bunavestire,21,Ploiești,Prahova,Centrul de plasament - casa de tip familial casa Eva,1,"B1.4, B2.1  ",27,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Eroilor,18-20,Ploiești,Prahova,Centrul de plasament - casa de tip familial casa Austria,1,"B1.2, B1.3, B1.4, B2.1",24,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Căliman,,Ploiești,Prahova,Centrul de zi pentru copii casa Cristina,4,B1.3,36,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Centura de vest,1A,Ploiești,Prahova,Centrul de plasament de tip familial Concordia orașul copiilor,1,"B1.2, B1.3, B1.4, B2.1",84,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Rahtivani,614,Ariceștii Rahtivani,Prahova,Centrul de plasament - casa de tip familial Ferma pentru copii,1,"B1.2, B1.3, B1.4, B2.1",72,secretariat@concordia.org.ro,+40 31 1076981
Organizaţia Umanitară Concordia,Apicultorilor,1,București,Bucureşti,Adăpost de noapte Sfântul Lazăr,2,B2,60,secretariat@concordia.org.ro,+40 31 1076981
Primăria Oraşului Bocşa,1 Mai,23,Bocşa,Caraş Severin,Cămin pentru persoane vârstnice Bocșa,1,b4,50,,
Fundaţia de Scleroză Multiplă MS Bihor,Buzăului,2 B,Oradea,Bihor,Îngrijire la domiciliu pentru persoane adulte cu dizabilități,5,"B3, B4",40,,
Fundaţia de Scleroză Multiplă MS Bihor,Buzăului,2 B,Oradea,Bihor,Centrul de zi destinat persoanelor adulte cu dizabilități,4,"B3, B4",40, smbihor@yahoo.com,0259 43 66 01
Fundaţia de Scleroză Multiplă MS Bihor,,125,Bratca,Bihor,Centrul de recuperare și reabilitare pentru persoane cu handicap Bratca,1,b3,50,,
Asociaţia Aura 2010,Carpați,11,Brăila,Brăila,Centrul de îngrijire și asistență pentru persoane cu handicap ”Casa Floris”,1,"B3, B4",23,,
Asociaţia Aura 2010,,,Brăila,Brăila,Centrul de recuperare pentru victimele violenței domestice,2,B4,15,,
Asociaţia Aura 2010,Panait Istrati,24,Brăila,Brăila,Centrul de îngrijire și asistență pentru persoane cu handicap ”Sf. Elena”,1,"B3, B4",74,,
Asociaţia Aura 2010,Panait Istrati,24,Brăila,Brăila,Centrul de zi pentru copii Darius,4,B1.3,40,,
Asociaţia Aura 2010,Dorobanților,397,Brăila,Brăila,Centrul de îngrijire și asistență pentru persoane cu handicap Sfânta Maria,1,"B3, B4",41,,
Asociaţia Aura 2010,Rahova,318,Brăila,Brăila,Centrul de îngrijire și asistență pentru persoane cu handicap Sfântul Dumitru,1,"B3, B4",54,,
Penitenciarul Gherla,Andrei Mureşanu,4,Gherla,Cluj,Serviciul educație și asistență psihosocială,10,"b2, b3, b4, b5",430, pgherla@anp.gov.ro,0264241-683
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Principală,90,Câțcău,Cluj,Centrul de îngrijire și asistență Câțcău,1,"B2, B3, B4",50,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Principală,166,Recea Cristur,Cluj,Centrul pentru persoane vârstnice Recea Cristur,1,B4,30,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Principală,127,Mociu,Cluj,Centrul de îngrijire și asistență ”Sfântul Nicolae” Mociu,1,"B3, B4",25,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,21 Decembrie 1989,138,Cluj Napoca,Cluj,Centrul de îngrijire și asistență Cluj Napoca,1,B4,110,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Dejului,2,Gherla,Cluj,Centrul de zi Micul Prinț Gherla,4,"B1.1, B1.2",20,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,,,Cluj Napoca,Cluj,Centrul de reabilitare socială și primire în regim de urgență a victimelor traficului de persoane Cluj Napoca,6,"b1.3, b1.4, b2.1",,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Salcâmului,17,Huedin,Cluj,Casa de tip familial Phoenix Huedin,1,"b1.3, b1.4, b2.1",10,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Salcâmului,33,Huedin,Cluj,Casa de tip familial Cuore Huedin,1,"b1.3, b1.4, b2.1",10,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Dumbravei,71,Gherla,Cluj,Unități de tip familial Gherla,1,"b1.3, b1.4, b2.1",9,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Grădinarilor,18,Gherla,Cluj,Unități de tip familial Gherla,1,"b1.2, b1.3, b1.4, b2.1",9,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Dragoș Vodă,45A,Gherla,Cluj,Unități de tip familial Gherla,1,"b1.3, b1.4, b2.1",10,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Tudor ,70A,Gherla,Cluj,Unități de tip familial Gherla,1,"b1.3, b1.4, b2.1",10,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Al. Vlahuță,18,Gherla,Cluj,Unități de tip familial Gherla,1,"b1.3, b2.1",7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Hășdății,18A,Gherla,Cluj,Unitate de tip familial pentru copii Gherla,1,"b1.2, b1.3",12,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Macilor,20,Turda,Cluj,Unități de tip familial Turda - Unitatea 2,2,b1.3,7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Lotus,6,Turda,Cluj,Unități de tip familial Turda - Unitatea 4,2,"b1, b2",7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Macilor,16,Turda,Cluj,Unități de tip familial Turda - Unitatea 3,2,b1,6,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Stejarului,6,Gherla,Cluj,Unități de tip familial Gherla,2,"b1, b2",7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Gelu,38A,Gherla,Cluj,Unități de tip familial Gherla,2,"b1, b2",7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Stăruinței,10,Gherla,Cluj,Unități de tip familial Gherla,2,"b1, b2",7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Lianelor,1,Turda,Cluj,Unități de tip familial Turda - unitatea 1,2,"b1, b2",7,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Fabricii de Zahăr,49/51 B,Cluj Napoca,Cluj ,Complex comunitar de servicii pentru copilul cu handicap - Centrul de recuperare pentru copilul cu handicap,10,B1,50,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Fabricii de Zahăr,49/51 B,Cluj Napoca,Cluj ,Complex comunitar de servicii pentru copilul cu handicap - Case de tip familial,1,"B1, B2",9,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Fabricii de Zahăr,49/51 B,Cluj Napoca,Cluj ,Complexul comunitar de servicii pentru copilul cu handicap - Centrul de zi pentru copilul cu handicap,4,B1,10,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Fabricii de Zahăr,49/51 B,Cluj Napoca,Cluj ,Adăpost de zi și de noapte pentru copiii străzii Arlechino,2,B1,12,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Plugarilor,24,Gherla,Cluj ,Centrul de recuperare și reabilitare neuropsihiatrică,2,"B2, B3",50,dgaspc_cluj@yahoo.com,+40–0264-420146
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Cluj,Albert Einstein,14,Cluj Napoca,Cluj,Centrul comunitar județean - Centrul de consiliere pentru  integrarea socio profesională pentru tinerii care părăsesc sistemul de protecție,6,"B2, B6, B7",8,dgaspc_cluj@yahoo.com,+40–0264-420146
Asociaţia Familia Regăsită,Ilie Măcelaru,39,Cluj Napoca,Cluj,Centrul de zi AFR pentru copii din familii aflate în dificultate,4,b1.3,12,,
Asociaţia Familia Regăsită,Ilie Măcelaru,39,Cluj Napoca,Cluj,Serviciul de asistență comunitară AFR,6,"b5, b7",50,,
Fundaţia Bethesda & Floricica,Mihail Kogălniceanu,86,Beclean,Bistriţa Năsăud,Centrul de recuperare și reabilitare neuropsihiatrică,1,"B2, B3",26,,
Fundaţia Bethesda & Floricica,Mihail Kogălniceanu,103,Beclean,Bistriţa Năsăud,Cămin de persoane vârstnice,1,"b3, b4",20,,
Asociaţia Lumina,Gării,19,Comăneşti,Bacău,Centrul rezidențial pentru persoane cu dizabilități - Casa lumina,2,B2.2,22,hospice@asociatialumina.eu,0234-515-887 
Asociaţia Lumina,Slatina,2,Mărgineni,Bacău,Centrul de zi pentru copii cu boli incurabile,4,B1,15,,
Asociaţia Lumina,Slatina,2,Mărgineni,Bacău,Serviciul de îngrijire la domiciliu,5,"B2, B3, B4, B5",80,,
Fundaţia Creştină Diakonia,,86 - 87,Baciu,Cluj,Cămin pentru persoane vârstnice Măicuța,1,B4,13,,
Fundaţia Creştină Diakonia,Zambilei,5-7,Cluj Napoca,Cluj,Cămin pentru persoane vârstnice Fratele bun,1,B4,19,,
Fundaţia Creştină Diakonia,Zambilei,7,Cluj Napoca,Cluj,Unitatea de îngrijire la domiciliu pentru persoane vârstnice și persoane aflate în situație de dependență,5,B4,73,office@cj.diakonia.ro,0264-441-971
Fundaţia Creştină Diakonia,Clujului,63,Oradea,Bihor,Centrul de zi pentru copii din familii cu probleme sociale,4,B1.3,40,,
Fundaţia Creştină Diakonia,Ștefan Emilian,271A,Bonțida,Cluj,Centrul de zi Ștefan Emilian pentru copii din familii în dificultate,4,"b1, b5, b6",60,,
Fundaţia Creştină Diakonia,Principală,86-87,Baciu,Cluj,Centrul de zi pentru copii din familii în dificultate,4,"b1, b5, b6",48,,
Asociaţia pentru Consiliere şi Asistenţă Specializată A.C.A.S.,Ampoiului,,Alba Iulia,Alba,Centrul de zi pentru copii cu dizabilități multiple,4,B1,23,,
Fundaţia Febe,Târnavelor,1,Cluj Napoca,Cluj,Cămin pentru persoane vârstnice Febe,1,"B3, B4",25,,
Asociaţia de Sprijin a Copiilor Handicapaţi Neuromotor Bacău,Pictor Andreescu,5,Bacău,Bacău,Centrul de recuperare Daniel,4,B1,40,centrul_daniel@yahoo.com,0234-583-036 
Primăria Oraşului Anina,Spitalului,2,Anina,Caraş Severin,Cămin pentru persoane vârstnice Anina,1,b4,50,,
"Fundaţia Română pentru Copii, Comunitate şi Familie",Ilie Măcelaru,4,Cluj Napoca,Cluj,Centrul de zi Everychild Cluj Napoca,4,"B1.3, B1.4, B5",45,,
"Fundaţia Română pentru Copii, Comunitate şi Familie",Principală,328,Popești,Bihor,Centrul de zi Prietenia pentru copii din familii în dificultate,4,B1,30,,
"Fundaţia Română pentru Copii, Comunitate şi Familie",Gh. Doja,3,Cluj Napoca,Cluj,Centrul de zi pentru adolescenți Clujul are suflet,4,"B1.3, B1.4, B2",50,,
"Fundaţia Română pentru Copii, Comunitate şi Familie",Liviu Rebreanu,2,Câmpia Turzii,Cluj,Centrul de zi Câmpia Turzii,4,"B1.3, B1.4, B5",45,,
Administraţia Socială Comunitară Oradea,Eftimie Murgu,9,Oradea,Bihor,Centrul social cu destinație multifuncțională Dignitas - Oradea,2,b2,32,,
Administraţia Socială Comunitară Oradea,Iuliu Maniu,20,Oradea,Bihor,Centrul social cu destinație multifuncțională Candeo - Oradea,2,b2,40,,
Administraţia Socială Comunitară Oradea,Traian Lalescu,3,Oradea,Bihor,Centrul de îngrijire de zi ,4,"b1.2, b1.3",65,,
Fundaţia Lumina Brăila,Narciselor,1,Brăila,Brăila,Centrul de pregătire pentru o viață independentă,2,B2.1,25,,
Fundaţia Lumina Brăila,Narciselor,1,Brăila,Brăila,Centrul care acordă servicii de îngrijire și asistență la domiciliu,5,B4,40,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului București,Mânăstirea Văratec,5, București,Bucureşti,Centrul de recuperare și reabilitare neuropsihică Uverturii,1,"b2, b3",50,office@dgaspc6.com,021-745-72-37 
Organizaţia pentru Copii şi Adulţi cu Nevoi Speciale TREBUIE! - Filiala Brăila,Industriei,18,Brăila,Brăila,Centrul de abilitare pentru trai independent,4,"B2, B3, B5, B7",26,,
Asociaţia Viitorul Copiilor - Sântana,Muncii,134,Sântana,Arad,Casa de copii de tip familial Maria,1,"b1.2, b1.3, b1.4, b2.1",24,,
Asociaţia Viitorul Copiilor - Sântana,1 Decembrie 1918,39A,Sântana,Arad,Casa Iosepha,1,"B1, B2",12,,
Asociaţia Pulsul Vieţii,Principală,260,Mociu,Cluj,Cămin pentru persoane vârstnice ,1,B4,80,apulsulvietii@yahoo.com,0743-133-830
Fundaţia Hand of Help,Pacea,118,Botoşani,Botoşani,Centrul de plasament Hand of Help,1,"B1.2, B1.3, B2.1",70,,
Fundaţia de Caritate Herald,Magaziei,20,Cluj Napoca,Cluj,Centrul de consiliere și sprijin pentru părinți și copii,6,B5,4,herald_ro@yahoo.com,0264-406-167 
Fundaţia de Caritate Herald,Magaziei,20,Cluj Napoca,Cluj,Unitate de îngrijire la domiciliu pentru persoane vârstnice ,5,B4,25,herald_ro@yahoo.com,0264-406-167 
Fundaţia de Caritate Herald,Magaziei,20,Cluj Napoca,Cluj,Centrul de zi pentru copii aflați în situație de risc de separare de părinți,4,"B1.3, B1.4, B2.1",30,herald_ro@yahoo.com,0264-406-167 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeş,Calea Drăgăşani,8,Piteşti ,Argeş,Componenta asistență maternală,10,"B1.2, B1.3, B1.4, B2.1",387,dgpdcarges@yahoo.com,0248-271-131
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeş,Victor Martoiu,1,Piteşti ,Argeş,Complex de servicii pt. copii cu handicap Trivale - Centrul de tip rezidențial și respite care pentru copii cu dizabilități,2,B1,28,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeş,,,Vulturești,Argeş,Locuință protejată Vulturești din cadrul Complexului de servicii pentru persoane cu dizabilități Vulturești,3,"B2, B3, B4",6,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeş,Pictor N. Grigorescu,2B,Pitești,Argeș,Centrul de evaluare și primire în regim de urgență Pitești,2,B1,12,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeş,George Stephănescu,3,Pitești,Argeș,Centrul de îngrijire și asistență Pitești,1,"B2.1, B3, B4, B5",180,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Gheorghe Lazăr,20,Pitești,Argeș,Centrul de tip rezidențial din cadrul Complexului de servicii comunitare pentru copilul în dificultate Sfinții Constantin și Elena Pitești,2,"B1.3, B1.4, B2.1",18,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Gheorghe Lazăr,20,Pitești,Argeș,Centrul de zi din cadrul Complexului de servicii comunitare pentru copilul în dificultate Sfinții Constantin și Elena Pitești,4,"B1.2, B1.3",24,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Plevnei,4A,Câmpulung,Argeș,Centrul de zi din cadrul Complexului de servicii pentru copilul în dificultate Câmpulung,4,"B1.2, B1.3",20,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Plevnei,4A,Câmpulung,Argeș,Centrul de tip rezidențial din cadrul Complexului de servicii pentru copilul în dificultate Câmpulung,2,"B1.2, B1.3, B1.4, B2.1",60,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Plevnei,4A,Câmpulung,Argeș,Centrul de formare a deprinderilor de viață indep. din cadrul Complexului de servicii pentru copilul în dificultate Câmpulung,10,"B1.2, B1.3, B1.4, B2.1",,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Gheorghe,20,Pitești,Argeș,Centrul de consiliere și sprijin pentru părinți și copii din cadrul Complexului de servicii comunitare pentru copilul în dificultate Sfinții Constantin și Elena Pitești,10,"B5, B7",5,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Cavalerului,2A,Ștefănești,Argeș,Centrul de zi din cadrul Complexului de tip familial Valea Mare,4,"B1.3, B1.4",24,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Traian,96A,Câmpulung,Argeș,Centrul de tip rezidențial pentru copii cu dizabilități din cadrul Complexului de servicii comunitare pentru copii cu dizabilități Câmpulung,2,"B1, B2.1",50,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Traian,96A,Câmpulung,Argeș,Centrul de zi și recuperare din cadrul Complexului de servicii comunitare pentru copii cu dizabilități Câmpulung,4,B1,25,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeş,Osiceanu,15,Rucăr,Argeş,Centrul de pregătire și sprijinire a integrării și/sau reintegrării copilului în familie din cadrul Complexului de servicii pentru copilul în dificultate Rucăr,10,"b1.2, b1.3, b1.4, b2.1",,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Piața Jurământului,6,Câmpulung,Argeș,"Centrul de zi Bambi Câmpulung, județul Argeș",4,"b1.1, b1.2",45,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Învățător Biolaru,4,Topoloveni,Argeș,"Apartamentul Trandafirul din cadrul Complexului de tip familial Dumbrava Minunată Pitești, județul Argeș",2,"b1.3, b1.4",5,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Petru Rareș,1,Pitești,Argeș,Apartamentul Crinul din cadrul Complexului de tip familial Dumbrava Minunată Pitești,2,"b1.2, b1.3",7,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Anghel Saligny,1,Pitești,Argeș,Apartamentul Orhideea din cadrul Complexului de tip familial Dumbrava Minunată,2,"b1.3, b1.4, b2.1",7,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Petrochimiștilor,11,Pitești,Argeș,"Apartamentul Brândușa din cadrul Complexului de tip familial Dumbrava Minunată Pitești, județul Argeș",2,"b1.3, b1.4",7,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Petrochimiștilor,,Pitești,Argeș,Apartamentul Ghiocelul din cadrul Complexului de tip familial Dumbrava Minunată,2,"b1.3, b1.4, b2.1",7,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Aleea Pieței Prundu,1,Pitești,Argeș,Apartamentul Narcisa - Complexul de tip familial Dumbrava Minunată,2,"b1.3, b1.4, b2.1",7,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Ion Minulescu,,Pitești,Argeș,Apartament nr. 3 - Centrul de tip familial Găvana Pitești,2,b1.3,5,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Gh. Ionescu Gion,,Pitești,Argeș,Apartament nr. 4 - Centrul de tip familial Găvana Pitești,2,"B1.3, B1.4",10,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Ion Minulescu,,Pitești,Argeș,Apartament nr. 1 - Centrul de tip familial Găvana Pitești,2,"b1.1, b1.2, b1.3",6,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Ion Minulescu,,Pitești,Argeș,Apartament nr. 2 - Centrul de tip familial Găvana Pitești,2,b1.3,7,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,,,Călinești,Argeș,Centrul de recuperare și reabilitare neuropsihiatrică Călinești,1,"b2, b3",48,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Argeș,Dacia,3,Mioveni,Argeș,Centrul de servicii de recuperare neuromotorie de tip ambulatoriu,10,"b2, b3, b4",16,,
